Total income from operations,Employees cost,depreciat,Other expenses,"P/l before other inc. , int., excpt. items & tax",Other income,"P/l before int., excpt. items & tax",Interest,P/l before exceptional items & tax,Tax,Net profit/(loss) for the period
72.2,30.4,0.8,26.5,14.5,0.1,14.6,0,14.6,5,9.6
73.1,29.2,1,29.9,13,0.3,13.3,0,13.3,5,8.3
68.4,27.6,1.3,30.8,8.7,0.1,8.8,0,8.8,3.1,5.7
60.9,25.7,1.5,28.9,4.8,0.1,4.9,0.1,4.8,1.8,3
57.5,23.3,1.4,26.2,6.6,0.1,6.7,0,6.7,2.1,4.6
60.7,24.1,1.4,25.4,9.8,2.7,12.5,0,12.5,4.8,7.7
69.7,29.3,1.4,31.4,7.6,1.6,9.2,0.1,9.1,3.5,5.6
70.4,30.9,1.4,30.4,7.7,0.1,7.8,0,7.8,2.6,5.2
75.64,31.41,1.39,32.66,10.17,2.96,13.13,0.29,12.85,4.07,9.46
73.11,30.95,1.39,31.28,9.49,0.61,10.1,0,10.1,3.64,6.46
75.78,32.37,1.35,27.46,14.61,3.37,17.97,0,17.97,6.97,11.01
70.54,31.35,1.35,29.84,8,0.8,8.8,0.03,8.77,2.84,5.93
65.53,30.31,1.39,24.13,9.71,1.52,11.23,0.04,11.19,3.15,8.04
59.89,29.32,1.69,21.9,6.98,2.37,9.35,0,9.35,2.99,6.36
65.67,33.28,1.5,19.26,11.64,0.12,11.76,0.5,11.26,3.43,7.83
68.19,35.04,1.33,21.87,9.96,2.62,12.58,0.29,12.29,4,8.29
75.66,37.08,1.28,23.33,13.96,2.19,16.15,0.32,15.83,3.36,12.47
75.81,36.6,1.38,20.44,17.39,0.94,18.33,0.26,18.08,4.94,13.13
73.63,38.33,1.36,18.7,15.25,1.3,16.55,0.25,16.3,4.4,11.91
72.11,38.39,1.57,21.36,10.8,3.78,14.58,0.23,14.35,3.76,10.58
79.34,33.78,1.48,30.47,13.61,0.49,14.1,0.32,13.78,4.14,9.63
88.03,37.06,1.58,37.19,12.2,3.04,15.24,0.2,15.04,3.9,11.14
97.09,40.15,1.87,40.76,14.3,0.41,14.72,0.03,14.69,3.83,10.87
105.84,45,2.17,44.8,13.87,0.27,14.15,0.18,13.97,3.7,10.27
113.55,50.29,2.3,38.34,22.62,1.3,23.92,0.35,23.56,6.01,17.55
127.44,55.78,3.46,47.95,20.25,0.53,20.77,0.24,20.54,5.02,15.52
131.05,54.49,3.74,52.23,20.58,1.03,21.62,0.23,21.39,6.32,15.06
135.12,54.83,3.79,50.49,26.01,7.74,33.75,0.22,33.53,9.48,24.05
28.65,20.49,0.91,0,-0.94,1.33,0.39,0.31,0.08,0.04,0.02
28.95,23.82,1.13,0,-2.14,0.75,-1.39,0.17,-1.56,0,-1.56
13.78,6.64,1.45,0,-4.44,0.85,-3.59,0.21,-3.8,-0.39,-3.41
16.3,9.83,1.16,0,-0.37,0.92,0.55,0.25,0.3,0.08,0.22
12.03,9.7,1.38,0,-0.55,0.75,0.2,0.17,0.03,0.03,0
16.77,10.76,1.1,0,-0.24,2.79,2.55,0.38,2.17,0.65,1.52
12.61,9.46,1.54,0,-3.08,1.94,-1.14,0.04,-1.18,-0.3,-0.89
8.59,6.15,0.66,0,-0.76,2.42,1.66,0.23,1.43,0.35,1.07
5.02,5.2,0.91,0,-0.8,2.88,2.08,0.06,2.03,0.78,1.22
7.83,5.45,0.93,2.07,-2.13,2.7,0.58,0,0.57,0.33,0.24
5.01,5.05,0.93,2.68,-4.98,1.79,-3.19,0.17,-3.36,-1.22,-54.69
6.26,5.27,0.75,1.74,-1.5,2.41,0.91,0,0.91,0.47,0.38
6.67,5.79,0.46,2.54,-2.12,4.27,2.15,0,2.15,0.71,1.44
5.99,5.13,1.84,2.16,-3.15,2.85,-0.3,0.17,-0.47,0.15,-0.62
3.34,3.12,0.82,3.74,-4.34,0.69,-3.65,0.48,-4.14,-0.95,-3.19
5.5,5.68,0.25,1.8,-2.25,3.02,0.77,0.14,0.63,0.4,0.23
6.61,5.07,0.35,1.79,-0.6,6.13,5.53,0.19,5.34,1.15,4.19
8.96,3.96,0.18,4.16,0.66,1.58,2.23,0.02,2.21,0.78,1.43
7.99,4.3,0.26,5.29,-1.86,-2.23,-4.08,0.02,-4.11,-1.28,-2.83
6.91,4.46,0.31,2.95,-0.8,1.21,0.41,0.12,0.29,0.17,0.12
8.51,4.78,0.6,2.67,0.46,1.09,1.56,0.32,1.24,0.44,0.8
11.8,4.56,1.08,5.82,0.34,0.54,0.88,0.33,0.55,0.13,0.42
11.18,4.65,1.35,4.76,0.41,0.38,0.79,0.28,0.52,0.06,0.45
8.76,4.65,1.22,2.7,0.2,1.12,1.32,0.64,0.68,0.24,0.44
9.12,4.88,1.28,2.09,0.86,0.54,1.41,0.78,0.63,0.2,0.43
9.71,5.01,1.33,3.13,0.25,0.92,1.17,0.6,0.57,0.15,0.42
9.29,5.06,1.41,11.26,-8.44,0.75,-7.69,0.86,-8.55,0.23,-11.85
9.52,4.77,1.36,1.41,1.97,0.63,2.6,0.49,2.12,0.64,1.07
8.86,4.54,0.93,1.5,1.89,0.68,2.57,0.65,1.92,0.53,1.39
8.64,5.05,1.18,1.53,0.88,0.73,1.61,0.98,0.63,0.08,0.55
6.65,5.75,1.15,2.33,-2.58,0.63,-1.95,0.21,-2.16,0.04,-14.76
8.3,5.56,1.05,1.23,0.47,0.51,0.97,0.51,0.46,0.13,0.32
7.97,5.38,0.88,1.65,0.06,0.41,0.47,0.43,0.04,0.07,-0.03
8.04,5.52,0.97,1.5,0.06,0.46,0.52,0.47,0.04,0.04,0
10,5.64,0.96,1.96,1.45,0.49,1.94,0.87,1.07,0.29,-0.3
8.56,5.51,0.8,2.01,0.23,0.78,1.01,0.48,0.54,0.12,0.41
8.63,5.48,0.81,1.86,0.48,0.59,1.06,0.47,0.6,0.2,0.39
9.21,5.43,0.82,1.85,1.11,0.57,1.68,0.47,1.2,0.32,0.88
8.55,5.02,1.76,1.7,0.07,0.27,0.34,0.32,0.02,0.07,0.26
8.49,4.94,1.02,1.79,0.74,0.59,1.33,0.5,0.83,0.24,0.59
9.22,4.89,1.04,2.4,0.88,0.22,1.1,0.31,0.8,0.15,-5.49
8.98,4.82,0.89,1.64,1.63,0.13,1.76,0.13,1.63,0.55,-4.49
9.49,4.89,0.65,3.03,0.93,0.39,1.31,0.09,1.23,-0.99,-4.53
9.06,4.93,0.63,2.42,1.08,0.17,1.25,0.07,1.18,0.32,0.86
8.42,4.96,0.55,2.42,0.49,0.19,0.68,0.06,0.62,0.15,0.47
23.05,9.32,2.89,5.96,4.88,1.74,6.62,0.49,6.12,1.55,4.57
16.14,7.52,2.5,5.49,0.64,0.19,0.83,0.51,0.31,-0.11,0.43
5.75,5.81,1.48,4.58,-6.13,-0.4,-6.53,0.34,-6.87,-1.33,-5.57
15.96,6.36,2.1,5.76,1.73,0.59,2.33,0.42,1.91,0.16,1.74
15.53,6.45,2.06,4.9,0.62,0.53,1.15,0.52,0.63,0.34,0.29
14.7,5.87,2.14,4.45,0.08,1.47,1.56,0.48,1.08,-0.14,1.21
14.07,3.48,1.98,3.89,2.02,-0.04,1.97,0.45,1.53,0.19,1.33
13.28,5.68,1.84,3.93,1.82,2.2,4.03,0.38,3.65,0.48,3.17
10.16,6.37,1.9,3.33,-1.43,1.94,0.51,0.39,0.12,-0.17,0.29
11.07,6.51,1.6,3.19,-0.23,1.01,0.78,0.38,0.4,-0.09,0.49
12.45,5.54,1.72,4.98,0.18,0.73,0.91,0.48,0.43,0.07,0.36
18.13,7.35,1.78,5.31,3.7,0.61,4.31,0.52,3.79,0.6,3.19
21.1,7.58,1.61,5.74,6.16,0.4,6.57,0.49,6.07,1.01,5.07
20.37,7.31,1.64,5.15,6.07,0.92,6.99,0.49,6.5,1.11,5.39
17.07,6.53,1.54,4.37,4.63,0.65,5.28,0.49,4.79,-0.27,5.06
28.19,9.16,2.06,8.02,8.95,1.47,10.42,0.32,10.1,2,8.1
29.3,11.78,2,6.09,9.44,1.22,10.66,0.43,10.23,1.91,8.31
30.33,12.97,1.25,7.08,9.03,1.47,10.5,0.42,10.08,1.55,8.53
31.06,13.81,1.25,7.07,8.94,0.31,9.25,1,8.25,2.19,6.06
22.32,13.31,1.68,4.18,3.14,1.52,4.67,0.65,4.02,0.57,3.45
25.5,16.71,1.95,4.47,2.38,1.12,3.49,0.56,2.94,0.58,2.36
30.51,17.12,3.92,6.21,3.27,0.55,3.82,0.4,3.42,0.4,3.02
40.46,16.07,2.24,17,5.15,0.69,5.84,0.96,4.88,1.41,3.47
37.01,19.25,3.05,7.69,7.02,0.58,7.6,0.79,6.81,0.46,6.35
27.64,13.95,3.05,8.54,2.1,1.15,3.25,0.7,2.54,-0.8,3.34
28.03,18.14,2.92,6.42,0.56,0.91,1.46,0.79,0.68,-1.28,1.95
19.1,15.94,3.05,5.3,-8.23,2.41,-5.81,0.22,-6.03,0.08,-6.11
21.54,8.58,2.31,1.83,6.26,0.25,6.5,0.46,6.04,0.01,6.04
23.19,11.54,2.44,2.5,4.18,0.44,4.62,0.56,4.07,-0.08,4.15
31.22,11.44,2.72,3.44,4.21,1.05,5.25,1.38,3.87,-2.94,-21.04
13.67,12.16,2.55,1.48,-7.05,0.73,-6.32,0.46,-6.78,-0.62,-6.16
31.49,12.3,2.55,10.48,6.16,0.95,7.11,0.75,6.36,-0.09,6.45
39.03,10.56,2.38,2.57,11.46,0.85,12.31,0.94,11.37,2.35,9.02
35.44,9.94,2.71,4.55,7.13,1.89,9.02,0.14,8.88,2.17,-93.68
42.62,12.79,2.5,3.58,9.36,1.41,10.77,0.56,10.21,2.46,7.75
37.13,12.9,3.01,13.33,7.89,1.91,9.8,0.55,9.25,0.2,9.05
54.07,12.71,3.24,22.2,15.92,1.81,17.73,0.35,17.38,3.76,13.62
46.09,14.72,4.9,14.87,11.59,1.31,12.9,1.22,11.68,3.64,8.04
34.17,11.51,5.29,4.44,0.31,1.21,1.52,0.66,0.86,0.23,0.63
32.85,10.96,4.84,4.53,2.69,1.11,3.8,0.73,3.07,0.59,2.48
57.71,11.6,4.9,4.55,24.52,2.54,27.06,1.08,25.98,5.44,20.55
69.73,10.83,5.17,4.43,31.69,0.38,32.07,1.43,30.64,9.11,21.52
55.26,13.42,5.71,21.21,14.91,1.41,16.32,1.24,15.08,3.48,11.6
70.92,14.1,6.07,27.54,23.21,1,24.21,1.88,22.33,5.15,17.18
0.64,0.05,0,0.41,0.17,0,0.17,0,0.17,0.06,0.12
1.21,0.04,0,0.9,0.26,0,0.26,0,0.26,0.08,0.18
12.06,0,0.03,-1.03,0.03,0,0.03,0,0.03,0,0.03
2.16,0.03,0,0.04,2.09,0,2.09,0,2.09,0.64,1.44
1.98,0.03,0,0.09,1.86,0,1.86,0,1.86,0.57,1.28
1.77,0.03,0,0.11,1.63,0,1.63,0,1.63,0.5,1.13
7.37,0.05,0.03,-0.04,-4.55,0,-4.55,0.33,-4.88,-1.5,-3.37
2.31,0.03,0.01,0.07,2.2,0,2.2,0.03,2.17,0.13,2.04
4.09,0.03,0.01,0.07,0.67,0,0.67,0,0.67,0.04,0.63
4.13,0.03,0.01,0.07,0.11,0,0.11,0,0.11,0.03,0.08
96.85,0.01,-0.01,0.07,-2.78,0,-2.78,0,-2.78,-0.15,-2.63
5.31,0.01,0,0.99,4.32,0,4.32,0,4.32,0,4.32
5.14,0.01,0,2.6,2.53,0,2.53,0,2.53,0,2.53
5.09,0.01,0,0.34,4.74,0,4.74,0,4.74,0,4.74
2.05,0.04,2.58,0.3,-0.86,0,-0.86,0,-0.86,0,-0.86
1.95,0.04,2.58,0.02,-0.68,0,-0.68,0,-0.68,0,-0.68
1.95,0.04,2.58,0.04,-0.7,0,-0.7,0,-0.7,0,-0.7
1.95,0.04,2.58,0.04,-0.7,0,-0.7,0,-0.7,0,-0.7
4.69,0.05,2.58,0.03,2.03,0,2.03,0,2.03,-0.96,3
2.25,0.04,2.58,0.04,-0.41,0,-0.41,0,-0.41,0,-0.41
2.25,0.04,2.58,0.07,-0.44,0,-0.44,0,-0.44,0,-0.44
2.25,0.04,2.58,0.09,-0.47,0,-0.47,0,-0.47,0,-0.47
4.26,0.05,2.58,0.17,1.46,0.12,1.58,0,1.58,-0.55,2.14
2.81,0.05,2.58,0.05,0.14,0,0.14,0,0.14,0,0.14
2.81,0.05,2.58,0.09,0.09,0,0.09,0,0.09,0,0.09
2.81,0.05,2.58,0.05,0.14,0,0.14,0,0.14,0,0.14
3,0.04,2.58,0.09,0.29,0,0.29,0,0.29,0,0.29
3,0.04,2.58,0.04,0.34,0,0.34,0,0.34,0,0.34
3,0.04,2.58,0.04,0.33,0,0.33,0,0.33,0,0.33
32.13,0,2.58,0.07,-12.33,0.05,-12.28,0.05,-12.32,0,-12.32
2.25,0.05,0,0.08,2.12,0,2.12,0,2.12,0,2.12
2.25,0.06,0,0.06,2.14,0,2.14,0,2.14,0,2.14
2.25,0.06,0,0.53,1.66,0,1.66,0,1.66,0,1.66
48.64,0.05,0,0.13,-5.48,0,-5.48,0,-5.48,0.11,-5.6
2.3,0.04,0,0.25,2.01,0,2.01,0,2.01,0,2.01
2.3,0.09,0,0.27,1.94,0,1.94,0,1.94,0,1.94
2.3,0.13,0,0.38,1.79,0,1.79,0,1.79,0,1.79
40.16,0.2,0,0.13,-4.96,0,-4.96,0,-4.96,0.17,-5.14
4.9,0.13,0,0.3,4.47,0,4.47,0,4.47,1.12,3.35
6.05,0.13,0,0.51,5.17,0,5.17,0,5.17,1.3,3.87
5.41,0.02,0,0.23,4.76,0,4.76,0,4.76,1.2,3.56
4.75,0.07,0,16.67,-12.07,0,-12.07,0,-12.07,-3.01,-9.06
17.59,0.03,0,6.39,4.23,0,4.23,0,4.23,1.32,2.91
11.65,0.01,0,2.22,6.74,0,6.74,0,6.74,2.1,4.63
77.68,22.78,1.7,23.97,-0.47,1.86,1.39,3.67,-2.28,0,-2.28
92.35,22.41,1.6,25.3,3.45,0.39,3.84,3.76,0.08,0.02,0.06
133.04,21.44,1.78,25.31,7.85,2.56,10.41,3.67,6.74,1.48,5.26
69.67,20.27,1.79,23.98,3.83,0.08,3.91,2.83,1.08,0.25,0.83
67.95,21.37,2.02,23.73,1.33,4.19,5.52,2.85,2.67,0.62,2.05
74.54,21.73,2.05,29.8,0.41,2,2.41,3.21,-0.8,0.77,-1.57
55.28,21.27,1.59,22.52,0.69,1.77,2.46,2.21,0.25,0.08,0.17
83.77,21.5,1.63,30.12,0.2,0.34,0.54,2.16,-1.62,-0.08,-1.54
110.62,23.48,1.7,26.35,2.71,0.24,2.95,1.17,1.78,0.38,1.4
76.66,23.02,1.77,25.18,1.14,2.27,3.41,1.42,1.99,1.54,0.45
86.33,22.99,1.38,25.16,-0.49,1.04,0.55,1.54,-0.99,0.14,-1.13
73.17,23.3,1.37,30.74,-2.27,0.31,-1.96,1.43,-3.39,0.34,-3.73
64.68,23.88,1.36,27.41,0.95,1.11,2.06,1.54,0.52,0.22,0.3
74.21,23.22,1.36,29.33,4.15,2.7,6.85,0.99,5.86,1.01,4.85
79.01,23.81,1.03,29.21,4.18,1.16,5.34,1.75,3.59,0.83,2.76
97.55,25.97,1.54,28.85,3.63,1.66,5.29,1.97,3.32,0.66,2.66
81.57,24.64,1.27,29.59,4.93,0.46,5.39,1.36,4.03,0.74,3.29
97.08,24.63,1.74,29.64,11.02,1.52,12.54,1.42,11.12,1.88,9.24
82.07,25.94,1.3,28.99,6.64,0.24,6.88,1.52,5.36,1.18,4.18
180.87,28.23,1.37,34.55,9.77,0.62,10.39,2.57,7.82,1.67,6.15
118.92,28.8,0.87,35.85,7.54,0.55,8.09,1.65,6.44,1.15,5.29
95.97,25.54,1.04,40.41,6.43,2.26,8.69,1.74,6.95,0.97,5.98
101.53,27.86,1.07,40.72,4.49,1.05,5.54,1.59,3.95,1.04,2.91
81.74,28.11,0.7,40.19,3.76,1.56,5.32,1.7,3.62,0.92,2.7
4.73,1.51,0.13,0.88,2.2,0.78,2.98,0.51,2.47,0,2.47
4.49,1.34,0.13,0.83,2.21,0.21,2.43,0.41,2.01,0,0.89
2.79,1.6,5.13,2.15,-6.1,0.34,-5.76,0.62,-6.38,0.08,-5.43
3.46,1.92,1.4,1.02,-0.89,0.56,-0.33,0.06,-0.38,0,-0.38
4.9,2.25,1.4,1.04,0.2,0.49,0.69,0.07,0.62,0,0.62
5.43,2.35,1.52,1.19,0.37,0.45,0.82,0.11,0.7,0,0.7
4.64,1.89,1.5,1.23,0.01,0.38,0.39,0.6,-0.21,-0.23,0.02
3.58,1.81,1.41,0.92,-0.56,0.47,-0.08,0.14,-0.23,0,-0.23
4.79,2.09,1.42,1.28,-0.01,0.73,0.72,0.15,0.57,0,0.57
5.58,2.47,1.43,1.1,0.58,0.55,1.13,0.15,0.98,0,0.98
4.56,1.93,1.44,3.2,-2.32,0.76,-1.56,1.44,-2.99,-0.61,-2.38
5.88,2.38,1.45,1.83,0.09,0.52,0.61,0.15,0.46,0,0.46
4.78,2.48,1.46,1.37,-0.7,0.58,-0.12,0.15,-0.27,0,-0.27
6.29,3.21,1.47,1.4,-0.02,1.35,1.33,0.13,1.2,0,1.2
4.68,2.04,1.5,2.27,-1.29,0.94,-0.35,0.76,-1.12,-0.78,-0.33
5.06,3.88,0.17,1.24,-0.35,1.15,0.8,0.32,0.48,0,0.48
5.67,3.66,0.18,1.12,0.52,1.95,2.47,0.32,2.15,0,2.15
6.38,3.81,0.18,1.33,0.91,1.12,2.04,0.26,1.77,0,1.77
5.49,4.84,0.68,2.28,-2.59,0.41,-2.18,0.28,-2.47,0.99,-3.45
6.27,4.18,0.57,1.36,0.03,0.75,0.78,0.32,0.46,0,0.46
7.12,4.37,0.58,1.43,0.42,1.06,1.47,0.51,0.96,0,0.96
6.72,4.26,0.38,1.39,0.59,-0.14,0.45,0.34,0.12,0,0.12
5.71,4.37,1.1,1.28,-1.17,0.62,-0.55,0.19,-0.74,0.64,-1.37
5.95,4.39,0.51,1.15,-0.2,0.55,0.34,0.27,0.08,0,0.08
6.52,4.71,0.53,1.19,-0.03,0.52,0.49,0.21,0.27,0.24,0.04
6.86,4.78,0.52,1.2,0.21,0.39,0.61,0.22,0.38,0,0.38
5.7,4.38,0.53,1.09,-0.37,0.71,0.34,0.25,0.09,0.54,-0.45
5.37,4.5,0.16,1.18,-0.62,0.34,-0.29,0.19,-0.48,0,-0.48
6.28,4.69,0.29,1.52,-0.57,0.28,-0.29,0.12,-0.41,-0.08,-0.33
7.35,4.77,0.29,1.42,-0.01,0.29,0.27,0.18,0.09,0,0.09
8.3,4.63,0.29,1.55,1.05,0.33,1.38,0.32,1.06,0.26,0.8
6.04,5.4,0.34,1.11,-0.92,0.62,-0.3,0.12,-0.43,0,-0.43
6.9,5.65,0.32,1.09,-0.33,0.18,-0.15,0.12,-0.27,0.05,-0.32
7.83,6.22,0.35,1.12,0.07,0.17,0.24,0.05,0.19,0,0.19
9.02,6.13,0.08,1.85,0.52,0.19,0.7,0.04,0.67,0.01,0.66
8.43,6.74,0.33,1.43,-0.15,0.23,0.08,0.02,0.05,0,0.05
8.71,6.65,0.35,1.39,0.05,0.2,0.25,0.03,0.22,0.17,0.05
8.27,6.58,0.34,1.37,-0.15,0.23,0.08,0.02,0.06,0,0.06
9.17,7.15,0.36,1.39,0.14,0.26,0.4,0.02,0.38,0.37,0.01
9.37,7.24,0.34,1.72,-0.08,0.23,0.14,0.07,0.07,0,0.07
10.53,7.28,0.36,1.39,0.14,0.32,0.45,0.09,0.36,0.34,0.02
11.24,7.96,0.37,1.75,-0.13,0.27,0.14,0.06,0.09,0,0.09
11.47,7.89,0.36,1.75,0.17,0.32,0.49,0.06,0.43,0.42,0.02
10.93,8.04,0.37,1.68,-0.11,0.25,0.13,0.05,0.08,0,0.08
0.11,0.28,0.07,0.15,-0.39,0,-0.39,0.16,-0.55,0,-0.55
2.43,0.22,0.07,1.93,0.21,0,0.21,0.17,0.04,0,0.04
3.72,0.27,0.07,2.1,1.29,0.09,1.38,0.16,1.22,0,1.22
3.15,0.39,0.07,2.44,0.25,0.01,0.25,0.16,0.09,0,0.09
3.82,0.37,0.07,2.45,0.93,0,0.93,0.18,0.76,0,0.76
3.38,0.41,0.07,2.54,0.35,0.01,0.36,0.2,0.17,0,0.17
3.1,-0.11,0.07,2.6,0.54,0.08,0.62,0.2,0.42,0,0.42
4.36,0.69,0.07,3.04,0.55,0.11,0.66,0.25,0.41,0,0.41
4.47,0.94,0.07,2.76,0.7,0.1,0.8,0.3,0.5,0,0.5
4.77,1.08,0.27,2.77,0.65,0.03,0.69,0.26,0.42,0.27,0.15
3.74,0.54,0.26,3.27,-0.48,0.16,-0.32,0.37,-0.69,-0.05,-0.64
4.29,0.45,0.27,3.06,0.46,0.1,0.56,0.38,0.19,0.04,0.15
4,0.41,0.28,2.85,0.42,0.09,0.51,0.32,0.19,0.04,0.15
4.11,0.34,0.29,2.9,0.55,0.11,0.66,0.31,0.35,0.05,0.19
5.3,0.81,0.36,3.6,0.49,0.27,0.77,0.31,0.46,-0.01,0.47
5.03,0.85,0.36,3.45,0.11,0.19,0.31,0.24,0.06,0.01,0.05
4.83,1.37,0.51,2.09,0.51,0.21,0.72,0.58,0.14,0.03,0.11
5.39,1.43,0.6,2.47,0.55,0.23,0.78,0.62,0.16,0.03,0.13
4.01,1.34,0.59,1.7,0.03,0.27,0.3,0.18,0.12,0.17,-0.05
5.86,1.67,0.64,2.5,0.68,0.24,0.92,0.38,0.53,0.1,0.43
7.51,2.12,0.87,2.77,1.34,0.52,1.86,0.49,1.37,-0.1,1.46
7.83,2.23,0.88,2.48,1.65,0.1,1.75,0.5,1.25,0.38,0.87
4.23,1.89,0.69,2.65,-1.25,0.05,-1.2,0.33,-1.53,-0.13,-1.4
2.91,1.97,0.98,1.88,-2.29,0.25,-2.04,0.57,-2.61,-0.58,-2.03
4.82,2.08,1,2.67,-1.31,0.28,-1.03,0.62,-1.65,-0.35,-1.3
7.27,2.1,1,2.82,0.94,0.37,1.32,0.56,0.76,0.23,0.53
6.52,2.07,0.93,2.83,1.01,0.65,1.66,0.54,1.13,-1.27,-5
3.11,1.67,0.99,1.41,-1.09,0.31,-0.78,0.45,-1.23,-0.28,-0.94
9.97,2.28,0.99,3.92,3.08,1.17,4.25,0.53,3.72,0.98,2.73
14.42,2.47,0.99,3.58,7.4,0.23,7.63,0.41,7.23,1.22,6.01
13.56,2.75,0.98,5.27,3.72,0.08,3.8,0.33,3.46,0,3.47
13.76,3.32,0.99,4.32,4.44,0.08,4.52,0.27,4.25,1.38,2.87
16.08,3.24,0.99,4.15,4.96,0.33,5.29,0.28,5.01,1.58,3.43
16.07,3.17,0.98,4.42,5.29,0.39,5.68,0.22,5.46,1.65,3.81
10.65,5.29,0.71,4.17,-1.29,5.12,3.82,0.19,3.63,1.47,2.15
10.33,3.02,1.05,5.07,0.23,0.21,0.45,0.27,0.17,-0.21,0.38
7.97,3.63,1.26,4.17,-1.68,0.31,-1.37,0.22,-1.59,-0.4,-1.19
9.95,4.01,1.34,3.76,0.12,0.28,0.4,0.21,0.19,0.14,0.05
7.93,4.21,1.37,4.02,-2.41,0.26,-2.15,0.25,-2.4,-0.15,-2.25
10.39,3.69,1.42,3.73,0.63,0.3,0.92,0.19,0.73,0.15,0.58
8.06,3.89,1.38,2.62,-0.7,0.26,-0.45,0.25,-0.69,-0.19,-0.5
10.13,3.69,1.35,4.49,-0.25,-0.12,-0.37,0.13,-0.5,-0.11,-0.39
9.92,3.91,1.41,4.44,-0.86,0.25,-0.6,0.16,-0.76,-0.03,-0.74
12.52,3.65,1.28,4.53,2.11,0.11,2.22,0.15,2.07,0.47,1.6
10.3,3.71,1.25,3.88,0.69,0.16,0.86,0.27,0.59,0.44,0.15
1.24,0.66,0.03,0.36,-0.54,0.11,-0.43,0,-0.43,0,-0.43
1.1,0.74,0.02,0.47,-0.74,0,-0.74,0,-0.74,0,-0.74
0.74,0.4,0.01,0.52,-0.19,0,-0.19,0,-0.19,0,-0.19
0.27,0.23,0.01,0.15,-0.13,0,-0.13,0,-0.13,0,-0.13
0.27,0.28,0.01,0.07,-0.09,0,-0.09,0,-0.09,0,-0.09
0.26,0.27,0.01,0.13,-0.16,0,-0.16,0,-0.16,0,-0.16
0.4,0.3,0.01,0.14,-0.06,0,-0.06,0.02,-0.08,0,-0.13
0.24,0.25,0.01,0.07,-0.1,0,-0.09,0,-0.1,0,-0.1
0.23,0.26,0.01,0.06,-0.1,0,-0.1,0,-0.1,0,-0.1
0.26,0.23,0.01,0.08,-0.06,0,-0.06,0,-0.06,0,-0.06
0.28,0.33,0.01,0.13,-0.19,0.03,-0.17,0.01,-0.17,0,-0.17
0.09,0.31,0.01,0.16,-0.4,0,-0.4,0,-0.4,0,-0.4
0.07,0.13,0.01,0.11,-0.2,0,-0.2,0,-0.2,0,-0.2
0.03,0.11,0.01,0.07,-0.16,0,-0.15,0,-0.15,0,-0.15
0.92,0.08,0.01,0.03,0.02,0,0.02,0.04,-0.02,0,-0.02
0.21,0.09,0.01,0.06,-0.1,0,-0.1,0,-0.1,0,-0.1
0.06,0.1,0.01,0.07,-0.12,0,-0.12,0,-0.12,0,-0.12
0.19,0.1,0.01,0.09,-0.18,0.01,-0.17,0,-0.17,0,-0.17
0.55,0.16,-0.01,0.11,-0.15,0.06,-0.08,0,-0.08,0,-0.08
0.11,0.15,0,0.15,-0.3,0,-0.3,0,-0.3,0,-0.3
0.2,0.15,0,0.12,-0.24,0,-0.24,0,-0.24,0,-0.24
0.28,0.17,0,0.21,-0.33,0,-0.33,0,-0.33,0,-0.33
0.47,0.12,0.02,0.34,-0.38,0.02,-0.35,0,-0.35,0,-0.35
0.11,0.12,0,0.15,-0.26,0,-0.26,0,-0.26,0,-0.26
0.21,0.12,0,0.11,-0.14,0,-0.14,0,-0.14,0,-0.14
0.32,0.12,0.01,0.08,-0.27,0,-0.27,0,-0.27,0,-0.27
0.26,0.15,0.2,-0.1,-0.21,0.34,0.12,0.06,0.06,0,0.06
0.1,0.1,0,0.1,-0.18,0,-0.18,0,-0.19,0,-0.19
0.21,0.09,0,0.08,-0.14,0,-0.14,0,-0.14,0,-0.14
0.71,0.08,0,0.06,-0.07,0,-0.07,0,-0.07,0,-0.07
0.3,0.18,0.16,0.05,-0.35,0.03,-0.32,0.04,-0.36,0,-0.37
0.24,0.09,0,0.06,-0.12,0,-0.12,0,-0.12,0,-0.12
0.1,0.1,0,0.03,-0.03,0,-0.03,0,-0.03,0,-0.03
0.1,0.09,0,0.11,-0.25,0,-0.25,0,-0.25,0,-0.25
0.75,0.12,0.02,0.07,-0.12,0,-0.11,0,-0.11,0,-0.11
0.05,0.11,0,0.2,-0.26,0,-0.26,0,-0.26,0,-0.26
0.1,0.11,0,0.16,-0.17,0,-0.17,0,-0.17,0,-0.17
0.17,0.13,0,0.16,-0.24,0,-0.24,0,-0.24,0,-0.24
0.88,0.14,0.03,0.2,-0.25,0,-0.25,0,-0.25,0,-0.25
0.11,0.13,0,0.19,-0.22,0,-0.22,0,-0.22,0,-0.22
0.3,0.13,0,0.16,-0.26,0,-0.26,0,-0.26,0,-0.26
0.3,0.13,0,0.14,-0.17,0,-0.17,0,-0.17,0,-0.17
0.68,0.15,0.02,0.32,-0.47,0.01,-0.46,0,-0.46,0,-0.46
0.27,0.12,0,0.16,-0.25,0,-0.25,0,-0.25,0,-0.25
0.3,0.1,0.01,0.66,-0.75,0.79,0.03,0,0.03,0,0.03
7.87,3.05,0.12,0.85,1.41,0.12,1.54,0.55,0.99,0.02,0.97
8.25,3.82,0.15,1.28,1.23,0.09,1.32,0.34,0.98,0,0.99
